0,,,27.1989,9.60012,32.0732,14,0,,27.1989,9.60012,32.0732,14,0
Deer Count: ,,,52.0055,11.4419,53.8544,7,1,,52.0055,11.4419,53.8544,7,1
4,,,49.2497,11.0847,13.4287,16,0,,49.2497,11.0847,13.4287,16,0
Red Wedding: ,,,66.4487,8.85459,1.35899,30,0,,66.4487,8.85459,1.35899,30,0
1,,,73.3539,8.4657,0,14,1,,73.3539,8.4657,0,14,1
"2017	7",,,66.3505,3.00906,0,6,1,,66.3505,3.00906,0,6,1
Temperature: ,,,72.0879,3.14204,0,10,0,,72.0879,3.14204,0,10,0
64.4943,,,64.2627,0.627976,0,4,1,,64.2627,0.627976,0,4,1
Precip: ,,,44.2429,0,0.916368,1,1,,44.2429,0,0.916368,1,1
6.30421,,,28.9856,3.55398,0.496471,0,0,,28.9856,3.55398,0.496471,0,0
Grain Height: ,,,29.5552,2.69073,0.517864,2,0,,29.5552,2.69073,0.517864,2,0
0,,,,,,,,,,,,,
Deer Count: ,,,,,,,,,,,,,
1,,,,,,,,,,,,,
Red Wedding: ,,,,,,,,,,,,,
1,,,,,,,,,,,,,
"2017	8",,,,,,,,,,,,,
Temperature: ,,,,,,,,,,,,,
57.167,,,,,,,,,,,,,
Precip: ,,,,,,,,,,,,,
3.0465,,,,,,,,,,,,,
Grain Height: ,,,,,,,,,,,,,
0,,,,,,,,,,,,,
Deer Count: ,,,,,,,,,,,,,
0,,,,,,,,,,,,,
Red Wedding: ,,,,,,,,,,,,,
0,,,,,,,,,,,,,
"2017	9",,,,,,,,,,,,,
Temperature: ,,,,,,,,,,,,,
64.4269,,,,,,,,,,,,,
Precip: ,,,,,,,,,,,,,
1.9976,,,,,,,,,,,,,
Grain Height: ,,,,,,,,,,,,,
0.00270144,,,,,,,,,,,,,
Deer Count: ,,,,,,,,,,,,,
0,,,,,,,,,,,,,
Red Wedding: ,,,,,,,,,,,,,
0,,,,,,,,,,,,,
"2017	10",,,,,,,,,,,,,
Temperature: ,,,,,,,,,,,,,
54.3944,,,,,,,,,,,,,
Precip: ,,,,,,,,,,,,,
1.91998,,,,,,,,,,,,,
Grain Height: ,,,,,,,,,,,,,
1.0543,,,,,,,,,,,,,
Deer Count: ,,,,,,,,,,,,,
0,,,,,,,,,,,,,
Red Wedding: ,,,,,,,,,,,,,
1,,,,,,,,,,,,,
"2017	11",,,,,,,,,,,,,
Temperature: ,,,,,,,,,,,,,
44.1064,,,,,,,,,,,,,
Precip: ,,,,,,,,,,,,,
3.20942,,,,,,,,,,,,,
Grain Height: ,,,,,,,,,,,,,
1.32903,,,,,,,,,,,,,
Deer Count: ,,,,,,,,,,,,,
2,,,,,,,,,,,,,
Red Wedding: ,,,,,,,,,,,,,
0,,,,,,,,,,,,,
"2017	12",,,,,,,,,,,,,
Temperature: ,,,,,,,,,,,,,
40.1466,,,,,,,,,,,,,
Precip: ,,,,,,,,,,,,,
2.68437,,,,,,,,,,,,,
Grain Height: ,,,,,,,,,,,,,
10.025,,,,,,,,,,,,,
Deer Count: ,,,,,,,,,,,,,
0,,,,,,,,,,,,,
Red Wedding: ,,,,,,,,,,,,,
1,,,,,,,,,,,,,
"2018	1",,,,,,,,,,,,,
Temperature: ,,,,,,,,,,,,,
38.5596,,,,,,,,,,,,,
Precip: ,,,,,,,,,,,,,
7.58945,,,,,,,,,,,,,
Grain Height: ,,,,,,,,,,,,,
34.8369,,,,,,,,,,,,,
Deer Count: ,,,,,,,,,,,,,
0,,,,,,,,,,,,,
Red Wedding: ,,,,,,,,,,,,,
1,,,,,,,,,,,,,
"2018	2",,,,,,,,,,,,,
Temperature: ,,,,,,,,,,,,,
28.5713,,,,,,,,,,,,,
Precip: ,,,,,,,,,,,,,
11.8561,,,,,,,,,,,,,
Grain Height: ,,,,,,,,,,,,,
9.23259,,,,,,,,,,,,,
Deer Count: ,,,,,,,,,,,,,
2,,,,,,,,,,,,,
Red Wedding: ,,,,,,,,,,,,,
0,,,,,,,,,,,,,
"2018	3",,,,,,,,,,,,,
Temperature: ,,,,,,,,,,,,,
47.4073,,,,,,,,,,,,,
Precip: ,,,,,,,,,,,,,
12.2706,,,,,,,,,,,,,
Grain Height: ,,,,,,,,,,,,,
3.15551,,,,,,,,,,,,,
Deer Count: ,,,,,,,,,,,,,
6,,,,,,,,,,,,,
Red Wedding: ,,,,,,,,,,,,,
0,,,,,,,,,,,,,
"2018	4",,,,,,,,,,,,,
Temperature: ,,,,,,,,,,,,,
64.8429,,,,,,,,,,,,,
Precip: ,,,,,,,,,,,,,
12.2811,,,,,,,,,,,,,
Grain Height: ,,,,,,,,,,,,,
0.0428419,,,,,,,,,,,,,
Deer Count: ,,,,,,,,,,,,,
10,,,,,,,,,,,,,
Red Wedding: ,,,,,,,,,,,,,
0,,,,,,,,,,,,,
"2018	5",,,,,,,,,,,,,
Temperature: ,,,,,,,,,,,,,
69.1057,,,,,,,,,,,,,
Precip: ,,,,,,,,,,,,,
11.2345,,,,,,,,,,,,,
Grain Height: ,,,,,,,,,,,,,
0,,,,,,,,,,,,,
Deer Count: ,,,,,,,,,,,,,
18,,,,,,,,,,,,,
Red Wedding: ,,,,,,,,,,,,,
0,,,,,,,,,,,,,
"2018	6",,,,,,,,,,,,,
Temperature: ,,,,,,,,,,,,,
77.3157,,,,,,,,,,,,,
Precip: ,,,,,,,,,,,,,
8.60723,,,,,,,,,,,,,
Grain Height: ,,,,,,,,,,,,,
0,,,,,,,,,,,,,
Deer Count: ,,,,,,,,,,,,,
34,,,,,,,,,,,,,
Red Wedding: ,,,,,,,,,,,,,
0,,,,,,,,,,,,,
"2018	7",,,,,,,,,,,,,
Temperature: ,,,,,,,,,,,,,
68.912,,,,,,,,,,,,,
Precip: ,,,,,,,,,,,,,
5.16143,,,,,,,,,,,,,
Grain Height: ,,,,,,,,,,,,,
0,,,,,,,,,,,,,
Deer Count: ,,,,,,,,,,,,,
66,,,,,,,,,,,,,
Red Wedding: ,,,,,,,,,,,,,
0,,,,,,,,,,,,,
"2018	8",,,,,,,,,,,,,
Temperature: ,,,,,,,,,,,,,
73.0791,,,,,,,,,,,,,
Precip: ,,,,,,,,,,,,,
1.29387,,,,,,,,,,,,,
Grain Height: ,,,,,,,,,,,,,
0,,,,,,,,,,,,,
Deer Count: ,,,,,,,,,,,,,
32,,,,,,,,,,,,,
Red Wedding: ,,,,,,,,,,,,,
1,,,,,,,,,,,,,
"2018	9",,,,,,,,,,,,,
Temperature: ,,,,,,,,,,,,,
64.7518,,,,,,,,,,,,,
Precip: ,,,,,,,,,,,,,
0.12588,,,,,,,,,,,,,
Grain Height: ,,,,,,,,,,,,,
0,,,,,,,,,,,,,
Deer Count: ,,,,,,,,,,,,,
62,,,,,,,,,,,,,
Red Wedding: ,,,,,,,,,,,,,
0,,,,,,,,,,,,,
"2018	10",,,,,,,,,,,,,
Temperature: ,,,,,,,,,,,,,
36.3236,,,,,,,,,,,,,
Precip: ,,,,,,,,,,,,,
0,,,,,,,,,,,,,
Grain Height: ,,,,,,,,,,,,,
0,,,,,,,,,,,,,
Deer Count: ,,,,,,,,,,,,,
122,,,,,,,,,,,,,
Red Wedding: ,,,,,,,,,,,,,
0,,,,,,,,,,,,,
"2018	11",,,,,,,,,,,,,
Temperature: ,,,,,,,,,,,,,
34.3946,,,,,,,,,,,,,
Precip: ,,,,,,,,,,,,,
3.64137,,,,,,,,,,,,,
Grain Height: ,,,,,,,,,,,,,
0,,,,,,,,,,,,,
Deer Count: ,,,,,,,,,,,,,
242,,,,,,,,,,,,,
Red Wedding: ,,,,,,,,,,,,,
0,,,,,,,,,,,,,
"2018	12",,,,,,,,,,,,,
Temperature: ,,,,,,,,,,,,,
30.7013,,,,,,,,,,,,,
Precip: ,,,,,,,,,,,,,
4.06241,,,,,,,,,,,,,
Grain Height: ,,,,,,,,,,,,,
0,,,,,,,,,,,,,
Deer Count: ,,,,,,,,,,,,,
120,,,,,,,,,,,,,
Red Wedding: ,,,,,,,,,,,,,
1,,,,,,,,,,,,,
"2019	1",,,,,,,,,,,,,
Temperature: ,,,,,,,,,,,,,
20.8887,,,,,,,,,,,,,
Precip: ,,,,,,,,,,,,,
8.25786,,,,,,,,,,,,,
Grain Height: ,,,,,,,,,,,,,
0,,,,,,,,,,,,,
Deer Count: ,,,,,,,,,,,,,
238,,,,,,,,,,,,,
Red Wedding: ,,,,,,,,,,,,,
0,,,,,,,,,,,,,
"2019	2",,,,,,,,,,,,,
Temperature: ,,,,,,,,,,,,,
38.6596,,,,,,,,,,,,,
Precip: ,,,,,,,,,,,,,
10.5444,,,,,,,,,,,,,
Grain Height: ,,,,,,,,,,,,,
0,,,,,,,,,,,,,
Deer Count: ,,,,,,,,,,,,,
118,,,,,,,,,,,,,
Red Wedding: ,,,,,,,,,,,,,
1,,,,,,,,,,,,,
"2019	3",,,,,,,,,,,,,
Temperature: ,,,,,,,,,,,,,
46.888,,,,,,,,,,,,,
Precip: ,,,,,,,,,,,,,
11.6388,,,,,,,,,,,,,
Grain Height: ,,,,,,,,,,,,,
0,,,,,,,,,,,,,
Deer Count: ,,,,,,,,,,,,,
58,,,,,,,,,,,,,
Red Wedding: ,,,,,,,,,,,,,
1,,,,,,,,,,,,,
"2019	4",,,,,,,,,,,,,
Temperature: ,,,,,,,,,,,,,
50.8536,,,,,,,,,,,,,
Precip: ,,,,,,,,,,,,,
12.2277,,,,,,,,,,,,,
Grain Height: ,,,,,,,,,,,,,
0,,,,,,,,,,,,,
Deer Count: ,,,,,,,,,,,,,
114,,,,,,,,,,,,,
Red Wedding: ,,,,,,,,,,,,,
0,,,,,,,,,,,,,
"2019	5",,,,,,,,,,,,,
Temperature: ,,,,,,,,,,,,,
62.981,,,,,,,,,,,,,
Precip: ,,,,,,,,,,,,,
11.7264,,,,,,,,,,,,,
Grain Height: ,,,,,,,,,,,,,
0,,,,,,,,,,,,,
Deer Count: ,,,,,,,,,,,,,
56,,,,,,,,,,,,,
Red Wedding: ,,,,,,,,,,,,,
1,,,,,,,,,,,,,
"2019	6",,,,,,,,,,,,,
Temperature: ,,,,,,,,,,,,,
76.5501,,,,,,,,,,,,,
Precip: ,,,,,,,,,,,,,
7.50207,,,,,,,,,,,,,
Grain Height: ,,,,,,,,,,,,,
0,,,,,,,,,,,,,
Deer Count: ,,,,,,,,,,,,,
110,,,,,,,,,,,,,
Red Wedding: ,,,,,,,,,,,,,
0,,,,,,,,,,,,,
"2019	7",,,,,,,,,,,,,
Temperature: ,,,,,,,,,,,,,
65.5435,,,,,,,,,,,,,
Precip: ,,,,,,,,,,,,,
5.62533,,,,,,,,,,,,,
Grain Height: ,,,,,,,,,,,,,
0,,,,,,,,,,,,,
Deer Count: ,,,,,,,,,,,,,
54,,,,,,,,,,,,,
Red Wedding: ,,,,,,,,,,,,,
1,,,,,,,,,,,,,
"2019	8",,,,,,,,,,,,,
Temperature: ,,,,,,,,,,,,,
62.3092,,,,,,,,,,,,,
Precip: ,,,,,,,,,,,,,
2.53166,,,,,,,,,,,,,
Grain Height: ,,,,,,,,,,,,,
0,,,,,,,,,,,,,
Deer Count: ,,,,,,,,,,,,,
106,,,,,,,,,,,,,
Red Wedding: ,,,,,,,,,,,,,
0,,,,,,,,,,,,,
"2019	9",,,,,,,,,,,,,
Temperature: ,,,,,,,,,,,,,
59.4827,,,,,,,,,,,,,
Precip: ,,,,,,,,,,,,,
0,,,,,,,,,,,,,
Grain Height: ,,,,,,,,,,,,,
0,,,,,,,,,,,,,
Deer Count: ,,,,,,,,,,,,,
52,,,,,,,,,,,,,
Red Wedding: ,,,,,,,,,,,,,
1,,,,,,,,,,,,,
"2019	10",,,,,,,,,,,,,
Temperature: ,,,,,,,,,,,,,
44.9644,,,,,,,,,,,,,
Precip: ,,,,,,,,,,,,,
1.75782,,,,,,,,,,,,,
Grain Height: ,,,,,,,,,,,,,
0,,,,,,,,,,,,,
Deer Count: ,,,,,,,,,,,,,
25,,,,,,,,,,,,,
Red Wedding: ,,,,,,,,,,,,,
1,,,,,,,,,,,,,
"2019	11",,,,,,,,,,,,,
Temperature: ,,,,,,,,,,,,,
30.6124,,,,,,,,,,,,,
Precip: ,,,,,,,,,,,,,
1.9236,,,,,,,,,,,,,
Grain Height: ,,,,,,,,,,,,,
0,,,,,,,,,,,,,
Deer Count: ,,,,,,,,,,,,,
12,,,,,,,,,,,,,
Red Wedding: ,,,,,,,,,,,,,
1,,,,,,,,,,,,,
"2019	12",,,,,,,,,,,,,
Temperature: ,,,,,,,,,,,,,
36.3449,,,,,,,,,,,,,
Precip: ,,,,,,,,,,,,,
5.46276,,,,,,,,,,,,,
Grain Height: ,,,,,,,,,,,,,
0,,,,,,,,,,,,,
Deer Count: ,,,,,,,,,,,,,
5,,,,,,,,,,,,,
Red Wedding: ,,,,,,,,,,,,,
1,,,,,,,,,,,,,
"2020	1",,,,,,,,,,,,,
Temperature: ,,,,,,,,,,,,,
35.7679,,,,,,,,,,,,,
Precip: ,,,,,,,,,,,,,
5.97683,,,,,,,,,,,,,
Grain Height: ,,,,,,,,,,,,,
6.3773,,,,,,,,,,,,,
Deer Count: ,,,,,,,,,,,,,
2,,,,,,,,,,,,,
Red Wedding: ,,,,,,,,,,,,,
1,,,,,,,,,,,,,
"2020	2",,,,,,,,,,,,,
Temperature: ,,,,,,,,,,,,,
38.718,,,,,,,,,,,,,
Precip: ,,,,,,,,,,,,,
11.1859,,,,,,,,,,,,,
Grain Height: ,,,,,,,,,,,,,
3.28425,,,,,,,,,,,,,
Deer Count: ,,,,,,,,,,,,,
6,,,,,,,,,,,,,
Red Wedding: ,,,,,,,,,,,,,
0,,,,,,,,,,,,,
"2020	3",,,,,,,,,,,,,
Temperature: ,,,,,,,,,,,,,
42.6398,,,,,,,,,,,,,
Precip: ,,,,,,,,,,,,,
11.9042,,,,,,,,,,,,,
Grain Height: ,,,,,,,,,,,,,
14.9601,,,,,,,,,,,,,
Deer Count: ,,,,,,,,,,,,,
2,,,,,,,,,,,,,
Red Wedding: ,,,,,,,,,,,,,
1,,,,,,,,,,,,,
"2020	4",,,,,,,,,,,,,
Temperature: ,,,,,,,,,,,,,
60.6289,,,,,,,,,,,,,
Precip: ,,,,,,,,,,,,,
10.2746,,,,,,,,,,,,,
Grain Height: ,,,,,,,,,,,,,
28.1469,,,,,,,,,,,,,
Deer Count: ,,,,,,,,,,,,,
1,,,,,,,,,,,,,
Red Wedding: ,,,,,,,,,,,,,
1,,,,,,,,,,,,,
"2020	5",,,,,,,,,,,,,
Temperature: ,,,,,,,,,,,,,
55.6214,,,,,,,,,,,,,
Precip: ,,,,,,,,,,,,,
10.5179,,,,,,,,,,,,,
Grain Height: ,,,,,,,,,,,,,
7.08553,,,,,,,,,,,,,
Deer Count: ,,,,,,,,,,,,,
4,,,,,,,,,,,,,
Red Wedding: ,,,,,,,,,,,,,
0,,,,,,,,,,,,,
"2020	6",,,,,,,,,,,,,
Temperature: ,,,,,,,,,,,,,
69.9908,,,,,,,,,,,,,
Precip: ,,,,,,,,,,,,,
7.07786,,,,,,,,,,,,,
Grain Height: ,,,,,,,,,,,,,
1.27161,,,,,,,,,,,,,
Deer Count: ,,,,,,,,,,,,,
10,,,,,,,,,,,,,
Red Wedding: ,,,,,,,,,,,,,
0,,,,,,,,,,,,,
"2020	7",,,,,,,,,,,,,
Temperature: ,,,,,,,,,,,,,
64.4403,,,,,,,,,,,,,
Precip: ,,,,,,,,,,,,,
5.48605,,,,,,,,,,,,,
Grain Height: ,,,,,,,,,,,,,
0,,,,,,,,,,,,,
Deer Count: ,,,,,,,,,,,,,
4,,,,,,,,,,,,,
Red Wedding: ,,,,,,,,,,,,,
1,,,,,,,,,,,,,
"2020	8",,,,,,,,,,,,,
Temperature: ,,,,,,,,,,,,,
68.2053,,,,,,,,,,,,,
Precip: ,,,,,,,,,,,,,
3.43595,,,,,,,,,,,,,
Grain Height: ,,,,,,,,,,,,,
0,,,,,,,,,,,,,
Deer Count: ,,,,,,,,,,,,,
6,,,,,,,,,,,,,
Red Wedding: ,,,,,,,,,,,,,
0,,,,,,,,,,,,,
"2020	9",,,,,,,,,,,,,
Temperature: ,,,,,,,,,,,,,
62.2651,,,,,,,,,,,,,
Precip: ,,,,,,,,,,,,,
0,,,,,,,,,,,,,
Grain Height: ,,,,,,,,,,,,,
0,,,,,,,,,,,,,
Deer Count: ,,,,,,,,,,,,,
2,,,,,,,,,,,,,
Red Wedding: ,,,,,,,,,,,,,
1,,,,,,,,,,,,,
"2020	10",,,,,,,,,,,,,
Temperature: ,,,,,,,,,,,,,
37.4787,,,,,,,,,,,,,
Precip: ,,,,,,,,,,,,,
0,,,,,,,,,,,,,
Grain Height: ,,,,,,,,,,,,,
0.440442,,,,,,,,,,,,,
Deer Count: ,,,,,,,,,,,,,
2,,,,,,,,,,,,,
Red Wedding: ,,,,,,,,,,,,,
0,,,,,,,,,,,,,
"2020	11",,,,,,,,,,,,,
Temperature: ,,,,,,,,,,,,,
39.1657,,,,,,,,,,,,,
Precip: ,,,,,,,,,,,,,
1.57478,,,,,,,,,,,,,
Grain Height: ,,,,,,,,,,,,,
6.69384,,,,,,,,,,,,,
Deer Count: ,,,,,,,,,,,,,
0,,,,,,,,,,,,,
Red Wedding: ,,,,,,,,,,,,,
1,,,,,,,,,,,,,
"2020	12",,,,,,,,,,,,,
Temperature: ,,,,,,,,,,,,,
34.9712,,,,,,,,,,,,,
Precip: ,,,,,,,,,,,,,
5.88216,,,,,,,,,,,,,
Grain Height: ,,,,,,,,,,,,,
2.98433,,,,,,,,,,,,,
Deer Count: ,,,,,,,,,,,,,
2,,,,,,,,,,,,,
Red Wedding: ,,,,,,,,,,,,,
0,,,,,,,,,,,,,
"2021	1",,,,,,,,,,,,,
Temperature: ,,,,,,,,,,,,,
30.3999,,,,,,,,,,,,,
Precip: ,,,,,,,,,,,,,
6.69875,,,,,,,,,,,,,
Grain Height: ,,,,,,,,,,,,,
9.67732,,,,,,,,,,,,,
Deer Count: ,,,,,,,,,,,,,
1,,,,,,,,,,,,,
Red Wedding: ,,,,,,,,,,,,,
1,,,,,,,,,,,,,
"2021	2",,,,,,,,,,,,,
Temperature: ,,,,,,,,,,,,,
39.1431,,,,,,,,,,,,,
Precip: ,,,,,,,,,,,,,
11.5402,,,,,,,,,,,,,
Grain Height: ,,,,,,,,,,,,,
33.8652,,,,,,,,,,,,,
Deer Count: ,,,,,,,,,,,,,
1,,,,,,,,,,,,,
Red Wedding: ,,,,,,,,,,,,,
1,,,,,,,,,,,,,
"2021	3",,,,,,,,,,,,,
Temperature: ,,,,,,,,,,,,,
52.6539,,,,,,,,,,,,,
Precip: ,,,,,,,,,,,,,
12.3783,,,,,,,,,,,,,
Grain Height: ,,,,,,,,,,,,,
69.7794,,,,,,,,,,,,,
Deer Count: ,,,,,,,,,,,,,
1,,,,,,,,,,,,,
Red Wedding: ,,,,,,,,,,,,,
1,,,,,,,,,,,,,
"2021	4",,,,,,,,,,,,,
Temperature: ,,,,,,,,,,,,,
54.1691,,,,,,,,,,,,,
Precip: ,,,,,,,,,,,,,
12.6626,,,,,,,,,,,,,
Grain Height: ,,,,,,,,,,,,,
140.561,,,,,,,,,,,,,
Deer Count: ,,,,,,,,,,,,,
1,,,,,,,,,,,,,
Red Wedding: ,,,,,,,,,,,,,
1,,,,,,,,,,,,,
"2021	5",,,,,,,,,,,,,
Temperature: ,,,,,,,,,,,,,
55.8364,,,,,,,,,,,,,
Precip: ,,,,,,,,,,,,,
12.0581,,,,,,,,,,,,,
Grain Height: ,,,,,,,,,,,,,
35.1713,,,,,,,,,,,,,
Deer Count: ,,,,,,,,,,,,,
4,,,,,,,,,,,,,
Red Wedding: ,,,,,,,,,,,,,
0,,,,,,,,,,,,,
"2021	6",,,,,,,,,,,,,
Temperature: ,,,,,,,,,,,,,
75.378,,,,,,,,,,,,,
Precip: ,,,,,,,,,,,,,
6.53249,,,,,,,,,,,,,
Grain Height: ,,,,,,,,,,,,,
66.3426,,,,,,,,,,,,,
Deer Count: ,,,,,,,,,,,,,
2,,,,,,,,,,,,,
Red Wedding: ,,,,,,,,,,,,,
1,,,,,,,,,,,,,
"2021	7",,,,,,,,,,,,,
Temperature: ,,,,,,,,,,,,,
68.4913,,,,,,,,,,,,,
Precip: ,,,,,,,,,,,,,
6.04607,,,,,,,,,,,,,
Grain Height: ,,,,,,,,,,,,,
130.689,,,,,,,,,,,,,
Deer Count: ,,,,,,,,,,,,,
1,,,,,,,,,,,,,
Red Wedding: ,,,,,,,,,,,,,
1,,,,,,,,,,,,,
"2021	8",,,,,,,,,,,,,
Temperature: ,,,,,,,,,,,,,
56.0523,,,,,,,,,,,,,
Precip: ,,,,,,,,,,,,,
0.0237067,,,,,,,,,,,,,
Grain Height: ,,,,,,,,,,,,,
260.828,,,,,,,,,,,,,
Deer Count: ,,,,,,,,,,,,,
1,,,,,,,,,,,,,
Red Wedding: ,,,,,,,,,,,,,
1,,,,,,,,,,,,,
"2021	9",,,,,,,,,,,,,
Temperature: ,,,,,,,,,,,,,
54.6223,,,,,,,,,,,,,
Precip: ,,,,,,,,,,,,,
0,,,,,,,,,,,,,
Grain Height: ,,,,,,,,,,,,,
521.35,,,,,,,,,,,,,
Deer Count: ,,,,,,,,,,,,,
1,,,,,,,,,,,,,
Red Wedding: ,,,,,,,,,,,,,
1,,,,,,,,,,,,,
"2021	10",,,,,,,,,,,,,
Temperature: ,,,,,,,,,,,,,
53.6813,,,,,,,,,,,,,
Precip: ,,,,,,,,,,,,,
0,,,,,,,,,,,,,
Grain Height: ,,,,,,,,,,,,,
1042.61,,,,,,,,,,,,,
Deer Count: ,,,,,,,,,,,,,
1,,,,,,,,,,,,,
Red Wedding: ,,,,,,,,,,,,,
1,,,,,,,,,,,,,
"2021	11",,,,,,,,,,,,,
Temperature: ,,,,,,,,,,,,,
29.2743,,,,,,,,,,,,,
Precip: ,,,,,,,,,,,,,
2.20778,,,,,,,,,,,,,
Grain Height: ,,,,,,,,,,,,,
260.872,,,,,,,,,,,,,
Deer Count: ,,,,,,,,,,,,,
4,,,,,,,,,,,,,
Red Wedding: ,,,,,,,,,,,,,
0,,,,,,,,,,,,,
"2021	12",,,,,,,,,,,,,
Temperature: ,,,,,,,,,,,,,
25.8981,,,,,,,,,,,,,
Precip: ,,,,,,,,,,,,,
5.27962,,,,,,,,,,,,,
Grain Height: ,,,,,,,,,,,,,
519.496,,,,,,,,,,,,,
Deer Count: ,,,,,,,,,,,,,
2,,,,,,,,,,,,,
